Batsman,Bowler,Batsman Points,Bowler Points
Pat Cummins,Yuzvendra Chahal,-17.0,17.0
Phil Salt,AJ Hosein,37.0,-37.0
Phil Salt,Abhishek Sharma,1.0,-1.0
Phil Salt,Anrich Nortje,-23.0,23.0
Phil Salt,Anukul Roy,-27.0,27.0
Phil Salt,Arshad Khan (2),25.0,-25.0
Phil Salt,Arshdeep Singh,5.5,-5.5
Phil Salt,Avesh Khan,-24.0,24.0
Phil Salt,Axar Patel,-24.0,24.0
Phil Salt,Bhuvneshwar Kumar,-1.3333333333333333,1.3333333333333333
Phil Salt,Deepak Chahar,-18.5,18.5
Phil Salt,Glenn Maxwell,9.0,-9.0
Phil Salt,Harpreet Brar,4.333333333333333,-4.333333333333333
Phil Salt,Harshal Patel,29.5,-29.5
Phil Salt,Ishant Sharma,16.0,-16.0
Phil Salt,Josh Hazlewood,22.0,-22.0
Phil Salt,Kagiso Rabada,29.0,-29.0
Phil Salt,Karn Sharma,11.0,-11.0
Phil Salt,Khaleel Ahmed,34.5,-34.5
Phil Salt,Krunal Pandya,25.0,-25.0
Phil Salt,Kuldeep Yadav,13.0,-13.0
Phil Salt,LB Williams,57.0,-57.0
Phil Salt,Lockie Ferguson,60.0,-60.0
Phil Salt,Mahipal Lomror,21.0,-21.0
Phil Salt,Marco Jansen,56.0,-56.0
Phil Salt,Marcus Stoinis,17.0,-17.0
Phil Salt,Mayank Dagar,1.0,-1.0
Phil Salt,Mayank Markande,-11.5,11.5
Phil Salt,Mohammed Shami,-27.0,27.0
Phil Salt,Mohammed Siraj,21.333333333333332,-21.333333333333332
Phil Salt,Mohsin Khan,23.0,-23.0
Phil Salt,Nathan Ellis,18.5,-18.5
Phil Salt,Naveen-ul-Haq,2.0,-2.0
Phil Salt,Nitish Rana,9.0,-9.0
Phil Salt,Nuwan Thushara,-14.5,14.5
Phil Salt,PWH de Silva,20.0,-20.0
Phil Salt,Pat Cummins,4.0,-4.0
Phil Salt,R Dhawan,1.0,-1.0
Phil Salt,Rahul Chahar,13.0,-13.0
Phil Salt,Rasikh Salam,10.0,-10.0
Phil Salt,Ravi Bishnoi,11.0,-11.0
Phil Salt,Sam Curran,7.0,-7.0
Phil Salt,Shahbaz Ahmed,9.0,-9.0
Phil Salt,Shamar Joseph,27.0,-27.0
Phil Salt,T Natarajan,4.5,-4.5
Phil Salt,Trent Boult,13.0,-13.0
Phil Salt,Tushar Deshpande,-1.3333333333333333,1.3333333333333333
Phil Salt,Umran Malik,17.0,-17.0
Phil Salt,Vijaykumar Vyshak,-24.0,24.0
Phil Salt,Yash Dayal,15.5,-15.5
Phil Salt,Yash Thakur,43.0,-43.0
Prabhsimran Singh,Akash Singh,3.0,-3.0
Prabhsimran Singh,Anrich Nortje,1.0,-1.0
Prabhsimran Singh,Anukul Roy,11.0,-11.0
Prabhsimran Singh,Arjun Tendulkar,-23.0,23.0
Prabhsimran Singh,Arshad Khan,-17.0,17.0
Prabhsimran Singh,Avesh Khan,11.0,-11.0
Prabhsimran Singh,Axar Patel,4.333333333333333,-4.333333333333333
Prabhsimran Singh,Ayush Badoni,-2.0,2.0
Prabhsimran Singh,Azmatullah Omarzai,7.5,-7.5
Prabhsimran Singh,Bhuvneshwar Kumar,1.8,-1.8
Prabhsimran Singh,C Green,6.666666666666667,-6.666666666666667
Prabhsimran Singh,DR Sams,9.0,-9.0
Prabhsimran Singh,Deepak Chahar,8.0,-8.0
Prabhsimran Singh,Dushmantha Chameera,43.0,-43.0
Prabhsimran Singh,Gerald Coetzee,-27.0,27.0
Prabhsimran Singh,Glenn Maxwell,-5.5,5.5
Prabhsimran Singh,Harshal Patel,2.0,-2.0
Prabhsimran Singh,Harshit Rana,-1.0,1.0
Prabhsimran Singh,Ishant Sharma,20.5,-20.5
Prabhsimran Singh,JO Holder,-14.0,14.0
Prabhsimran Singh,JP Behrendorff,28.0,-28.0
Prabhsimran Singh,Jofra Archer,1.0,-1.0
Prabhsimran Singh,KA Jamieson,-27.0,27.0
Prabhsimran Singh,KM Asif,48.0,-48.0
Prabhsimran Singh,KR Mayers,8.0,-8.0
Prabhsimran Singh,Kagiso Rabada,-24.0,24.0
Prabhsimran Singh,Khaleel Ahmed,9.8,-9.8
Prabhsimran Singh,Kuldeep Yadav,14.0,-14.0
Prabhsimran Singh,Maheesh Theekshana,27.0,-27.0
Prabhsimran Singh,Marco Jansen,1.0,-1.0
Prabhsimran Singh,Marcus Stoinis,2.0,-2.0
Prabhsimran Singh,Mayank Dagar,2.0,-2.0
Prabhsimran Singh,Mayank Yadav,-12.0,12.0
Prabhsimran Singh,Mitchell Marsh,17.0,-17.0
Prabhsimran Singh,Mitchell Santner,3.0,-3.0
Prabhsimran Singh,Moeen Ali,15.0,-15.0
Prabhsimran Singh,Mohammad Nabi,-2.0,2.0
Prabhsimran Singh,Mohammed Shami,-27.0,27.0
Prabhsimran Singh,Mohammed Siraj,6.0,-6.0
Prabhsimran Singh,Mohit Sharma,-12.0,12.0
Prabhsimran Singh,Mukesh Kumar,-14.5,14.5
Prabhsimran Singh,Mustafizur Rahman,2.0,-2.0
Prabhsimran Singh,Naveen-ul-Haq,-17.0,17.0
Prabhsimran Singh,Nitish Kumar Reddy,13.0,-13.0
Prabhsimran Singh,Noor Ahmad,-16.0,16.0
Prabhsimran Singh,PP Chawla,9.0,-9.0
Prabhsimran Singh,PWH de Silva,34.0,-34.0
Prabhsimran Singh,Pat Cummins,14.0,-14.0
Prabhsimran Singh,Prasidh Krishna,-22.0,22.0
Prabhsimran Singh,Praveen Dubey,16.0,-16.0
Prabhsimran Singh,RJ Gleeson,-7.0,7.0
Prabhsimran Singh,Rashid Khan,7.333333333333333,-7.333333333333333
Prabhsimran Singh,Ravi Bishnoi,22.0,-22.0
Prabhsimran Singh,Ravichandran Ashwin,20.0,-20.0
Prabhsimran Singh,Ravindra Jadeja,-13.5,13.5
Prabhsimran Singh,S Sandeep Warrier,38.0,-38.0
Prabhsimran Singh,SN Thakur,13.0,-13.0
Prabhsimran Singh,Sandeep Sharma,-11.0,11.0
Prabhsimran Singh,Shahbaz Ahmed,1.0,-1.0
Prabhsimran Singh,Sunil Narine,11.0,-11.0
Prabhsimran Singh,Swapnil Singh,-15.0,15.0
Prabhsimran Singh,T Natarajan,2.6666666666666665,-2.6666666666666665
Prabhsimran Singh,TG Southee,3.0,-3.0
Prabhsimran Singh,Trent Boult,-3.0,3.0
Prabhsimran Singh,Tushar Deshpande,18.0,-18.0
Prabhsimran Singh,UT Yadav,22.5,-22.5
Prabhsimran Singh,V Viyaskanth,13.0,-13.0
Prabhsimran Singh,Vaibhav Arora,24.0,-24.0
Prabhsimran Singh,Vijaykumar Vyshak,15.0,-15.0
Prabhsimran Singh,WD Parnell,-4.0,4.0
Prabhsimran Singh,Yash Dayal,10.0,-10.0
Prabhsimran Singh,Yudhvir Singh,-17.0,17.0
Prabhsimran Singh,Yuzvendra Chahal,-10.5,10.5
Prasidh Krishna,CJ Jordan,-2.0,2.0
Prasidh Krishna,Harshal Patel,2.0,-2.0
Prasidh Krishna,I Udana,2.0,-2.0
Prasidh Krishna,Josh Hazlewood,-27.0,27.0
Prasidh Krishna,Lockie Ferguson,2.0,-2.0
Prasidh Krishna,Mayank Markande,1.0,-1.0
Prasidh Krishna,Rashid Khan,1.0,-1.0
Prasidh Krishna,Ravindra Jadeja,-27.0,27.0
Prasidh Krishna,Sam Curran,-2.0,2.0
Prasidh Krishna,Vijay Shankar,1.0,-1.0
Praveen Dubey,Arshdeep Singh,11.0,-11.0
Praveen Dubey,Harpreet Brar,2.0,-2.0
Praveen Dubey,Jasprit Bumrah,1.0,-1.0
Praveen Dubey,Krunal Pandya,1.0,-1.0
Praveen Dubey,NM Coulter-Nile,1.0,-1.0
Praveen Dubey,Nathan Ellis,-23.0,23.0
Praveen Dubey,Rahul Chahar,5.5,-5.5
Praveen Dubey,Sikandar Raza,1.0,-1.0
Praveen Dubey,Trent Boult,1.0,-1.0
Quinton de Kock,A Mishra,7.5,-7.5
Quinton de Kock,A Nehra,37.0,-37.0
Quinton de Kock,AB Dinda,2.6666666666666665,-2.6666666666666665
Quinton de Kock,AJ Tye,2.5,-2.5
Quinton de Kock,AS Rajpoot,18.0,-18.0
Quinton de Kock,Abdul Samad,45.0,-45.0
Quinton de Kock,Abhishek Sharma,1.0,-1.0
Quinton de Kock,Aiden Markram,8.0,-8.0
Quinton de Kock,Andre Russell,18.166666666666668,-18.166666666666668
Quinton de Kock,Anrich Nortje,14.8,-14.8
Quinton de Kock,Anukul Roy,15.0,-15.0
Quinton de Kock,Arshdeep Singh,1.0,-1.0
Quinton de Kock,Avesh Khan,9.0,-9.0
Quinton de Kock,Axar Patel,11.88888888888889,-11.88888888888889
Quinton de Kock,BA Stokes,1.0,-1.0
Quinton de Kock,BB Sran,-2.5,2.5
Quinton de Kock,BW Hilfenhaus,24.0,-24.0
Quinton de Kock,Basil Thampi,48.0,-48.0
Quinton de Kock,Bhuvneshwar Kumar,5.166666666666667,-5.166666666666667
Quinton de Kock,C Green,22.0,-22.0
Quinton de Kock,CH Gayle,4.0,-4.0
Quinton de Kock,CH Morris,12.666666666666666,-12.666666666666666
Quinton de Kock,CJ Anderson,-24.0,24.0
Quinton de Kock,CJ Green,21.0,-21.0
Quinton de Kock,CJ Jordan,4.333333333333333,-4.333333333333333
Quinton de Kock,Chetan Sakariya,19.5,-19.5
Quinton de Kock,D Pretorius,-18.0,18.0
Quinton de Kock,D Wiese,45.5,-45.5
Quinton de Kock,DJ Bravo,-2.0,2.0
Quinton de Kock,DJG Sammy,17.0,-17.0
Quinton de Kock,DJM Short,-23.0,23.0
Quinton de Kock,DR Sams,15.5,-15.5
Quinton de Kock,DR Smith,12.0,-12.0
Quinton de Kock,DS Kulkarni,12.0,-12.0
Quinton de Kock,DT Christian,19.0,-19.0
Quinton de Kock,DW Steyn,6.333333333333333,-6.333333333333333
Quinton de Kock,Deepak Chahar,7.25,-7.25
Quinton de Kock,Deepak Hooda,-2.3333333333333335,2.3333333333333335
Quinton de Kock,FA Allen,-13.0,13.0
Quinton de Kock,Fazalhaq Farooqi,2.0,-2.0
Quinton de Kock,GC Viljoen,4.0,-4.0
Quinton de Kock,Glenn Maxwell,4.6,-4.6
Quinton de Kock,Glenn Phillips,3.0,-3.0
Quinton de Kock,HF Gurney,1.0,-1.0
Quinton de Kock,HR Shokeen,1.0,-1.0
Quinton de Kock,Harbhajan Singh,4.0,-4.0
Quinton de Kock,Hardik Pandya,17.0,-17.0
Quinton de Kock,Harpreet Brar,1.0,-1.0
Quinton de Kock,Harshal Patel,14.666666666666666,-14.666666666666666
Quinton de Kock,Harshit Rana,23.0,-23.0
Quinton de Kock,I Udana,11.0,-11.0
Quinton de Kock,IC Pandey,0.5,-0.5
Quinton de Kock,Imran Tahir,5.0,-5.0
Quinton de Kock,Iqbal Abdulla,4.0,-4.0
Quinton de Kock,Ishant Sharma,9.0,-9.0
Quinton de Kock,JH Kallis,9.0,-9.0
Quinton de Kock,JO Holder,4.0,-4.0
Quinton de Kock,JP Behrendorff,1.0,-1.0
Quinton de Kock,JP Duminy,1.0,-1.0
Quinton de Kock,JP Faulkner,1.5,-1.5
Quinton de Kock,Jasprit Bumrah,-3.25,3.25
Quinton de Kock,Jaydev Unadkat,16.6,-16.6
Quinton de Kock,Jofra Archer,10.0,-10.0
Quinton de Kock,Josh Hazlewood,-2.5,2.5
Quinton de Kock,K Gowtham,25.5,-25.5
Quinton de Kock,KA Jamieson,4.0,-4.0
Quinton de Kock,KC Cariappa,21.0,-21.0
Quinton de Kock,KMA Paul,13.0,-13.0
Quinton de Kock,KR Sen,25.0,-25.0
Quinton de Kock,KS Williamson,18.0,-18.0
Quinton de Kock,KW Richardson,2.0,-2.0
Quinton de Kock,Kagiso Rabada,13.11111111111111,-13.11111111111111
Quinton de Kock,Karn Sharma,-12.5,12.5
Quinton de Kock,Kartik Tyagi,-24.0,24.0
Quinton de Kock,Khaleel Ahmed,7.25,-7.25
Quinton de Kock,Krunal Pandya,-7.5,7.5
Quinton de Kock,Kuldeep Yadav,-9.0,9.0
Quinton de Kock,Lalit Yadav,13.0,-13.0
Quinton de Kock,Liam Livingstone,17.5,-17.5
Quinton de Kock,Lockie Ferguson,23.0,-23.0
Quinton de Kock,Lungi Ngidi,18.5,-18.5
Quinton de Kock,M Ashwin,22.666666666666668,-22.666666666666668
Quinton de Kock,M Muralitharan,9.0,-9.0
Quinton de Kock,MC Henriques,-4.0,4.0
Quinton de Kock,MG Johnson,26.5,-26.5
Quinton de Kock,MJ McClenaghan,-13.25,13.25
Quinton de Kock,Marcus Stoinis,-11.0,11.0
Quinton de Kock,Matheesha Pathirana,4.0,-4.0
Quinton de Kock,Mayank Dagar,24.0,-24.0
Quinton de Kock,Mayank Markande,5.0,-5.0
Quinton de Kock,Mitchell Starc,1.3333333333333333,-1.3333333333333333
Quinton de Kock,Moeen Ali,-10.75,10.75
Quinton de Kock,Mohammad Nabi,6.5,-6.5
Quinton de Kock,Mohammed Shami,-1.5714285714285714,1.5714285714285714
Quinton de Kock,Mohammed Siraj,7.0,-7.0
Quinton de Kock,Mohit Sharma,3.8333333333333335,-3.8333333333333335
Quinton de Kock,Mujeeb Ur Rahman,-5.0,5.0
Quinton de Kock,Mukesh Choudhary,19.0,-19.0
Quinton de Kock,Mustafizur Rahman,10.666666666666666,-10.666666666666666
Quinton de Kock,Nathan Ellis,1.0,-1.0
Quinton de Kock,Navdeep Saini,12.5,-12.5
Quinton de Kock,Nitish Rana,4.0,-4.0
Quinton de Kock,Noor Ahmad,19.0,-19.0
Quinton de Kock,P Kumar,7.25,-7.25
Quinton de Kock,P Negi,1.0,-1.0
Quinton de Kock,P Sahu,14.0,-14.0
Quinton de Kock,PP Chawla,-9.75,9.75
Quinton de Kock,PP Ojha,1.0,-1.0
Quinton de Kock,PV Tambe,-4.0,4.0
Quinton de Kock,Parvez Rasool,22.0,-22.0
Quinton de Kock,Pat Cummins,9.5,-9.5
Quinton de Kock,Prasidh Krishna,5.2,-5.2
Quinton de Kock,Praveen Dubey,12.0,-12.0
Quinton de Kock,R Bhatia,12.0,-12.0
Quinton de Kock,R Dhawan,4.0,-4.0
Quinton de Kock,R Vinay Kumar,38.0,-38.0
Quinton de Kock,Rahul Chahar,9.0,-9.0
Quinton de Kock,Rahul Tewatia,12.0,-12.0
Quinton de Kock,Rashid Khan,5.0,-5.0
Quinton de Kock,Ravi Bishnoi,8.0,-8.0
Quinton de Kock,Ravichandran Ashwin,3.2,-3.2
Quinton de Kock,Ravindra Jadeja,9.666666666666666,-9.666666666666666
Quinton de Kock,Reece Topley,3.0,-3.0
Quinton de Kock,Riyan Parag,5.0,-5.0
Quinton de Kock,S Aravind,33.0,-33.0
Quinton de Kock,S Kaul,3.0,-3.0
Quinton de Kock,S Kaushik,-22.0,22.0
Quinton de Kock,S Nadeem,1.0,-1.0
Quinton de Kock,S Sandeep Warrier,5.666666666666667,-5.666666666666667
Quinton de Kock,SK Raina,9.0,-9.0
Quinton de Kock,SL Malinga,10.0,-10.0
Quinton de Kock,SN Thakur,3.4285714285714284,-3.4285714285714284
Quinton de Kock,SR Watson,9.25,-9.25
Quinton de Kock,SS Cottrell,-27.0,27.0
Quinton de Kock,STR Binny,12.666666666666666,-12.666666666666666
Quinton de Kock,Sam Curran,3.25,-3.25
Quinton de Kock,Sandeep Sharma,4.166666666666667,-4.166666666666667
Quinton de Kock,Shivam Dube,1.0,-1.0
Quinton de Kock,Shivam Mavi,-0.3333333333333333,0.3333333333333333
Quinton de Kock,Shreyas Gopal,-1.75,1.75
Quinton de Kock,Sunil Narine,3.5714285714285716,-3.5714285714285716
Quinton de Kock,Suryakumar Yadav,9.0,-9.0
Quinton de Kock,T Natarajan,5.0,-5.0
Quinton de Kock,TG Southee,35.0,-35.0
Quinton de Kock,TS Mills,-2.0,2.0
Quinton de Kock,Tilak Varma,1.0,-1.0
Quinton de Kock,Trent Boult,-0.6666666666666666,0.6666666666666666
Quinton de Kock,Tushar Deshpande,34.5,-34.5
Quinton de Kock,UT Yadav,10.833333333333334,-10.833333333333334
Quinton de Kock,VR Aaron,2.0,-2.0
Quinton de Kock,Vaibhav Arora,-4.0,4.0
Quinton de Kock,Varun Chakravarthy,2.2,-2.2
Quinton de Kock,Vijay Shankar,6.0,-6.0
Quinton de Kock,Washington Sundar,-6.0,6.0
Quinton de Kock,Y Venugopal Rao,2.0,-2.0
Quinton de Kock,YK Pathan,10.0,-10.0
Quinton de Kock,Yash Dayal,-1.0,1.0
Quinton de Kock,Yuzvendra Chahal,-11.0,11.0
Quinton de Kock,Z Khan,1.0,-1.0
R Bhatia,A Mishra,-11.0,11.0
R Bhatia,A Nehra,-11.0,11.0
R Bhatia,AD Mathews,-14.0,14.0
R Bhatia,AN Ahmed,-9.0,9.0
R Bhatia,Azhar Mahmood,2.0,-2.0
R Bhatia,B Lee,-13.0,13.0
R Bhatia,BW Hilfenhaus,-13.0,13.0
R Bhatia,Bhuvneshwar Kumar,-8.666666666666666,8.666666666666666
R Bhatia,CJ Anderson,15.0,-15.0
R Bhatia,CJ Jordan,13.0,-13.0
R Bhatia,DJ Bravo,12.0,-12.0
R Bhatia,DW Steyn,-8.0,8.0
R Bhatia,Harbhajan Singh,-23.0,23.0
R Bhatia,Harmeet Singh,3.0,-3.0
R Bhatia,Harshal Patel,11.0,-11.0
R Bhatia,IC Pandey,3.0,-3.0
R Bhatia,IK Pathan,-6.5,6.5
R Bhatia,Iqbal Abdulla,-23.0,23.0
R Bhatia,J Botha,2.0,-2.0
R Bhatia,JA Morkel,-24.0,24.0
R Bhatia,JEC Franklin,1.0,-1.0
R Bhatia,JP Duminy,1.0,-1.0
R Bhatia,Jasprit Bumrah,6.5,-6.5
R Bhatia,Jaydev Unadkat,1.5,-1.5
R Bhatia,Joginder Sharma,27.0,-27.0
R Bhatia,KW Richardson,-21.0,21.0
R Bhatia,Karn Sharma,2.0,-2.0
R Bhatia,L Balaji,-17.0,17.0
R Bhatia,M Morkel,7.0,-7.0
R Bhatia,M Muralitharan,0.0,0.0
R Bhatia,Mohammed Shami,-23.0,23.0
R Bhatia,Mohit Sharma,-21.0,21.0
R Bhatia,P Awana,1.0,-1.0
R Bhatia,P Kumar,4.0,-4.0
R Bhatia,PP Chawla,1.0,-1.0
R Bhatia,PP Ojha,-27.0,27.0
R Bhatia,Pat Cummins,2.0,-2.0
R Bhatia,R Sharma,17.0,-17.0
R Bhatia,R Vinay Kumar,2.25,-2.25
R Bhatia,RE van der Merwe,-27.0,27.0
R Bhatia,RP Singh,-3.8,3.8
R Bhatia,RR Raje,1.0,-1.0
R Bhatia,Ravichandran Ashwin,1.6666666666666667,-1.6666666666666667
R Bhatia,Ravindra Jadeja,0.2,-0.2
R Bhatia,S Nadeem,3.3333333333333335,-3.3333333333333335
R Bhatia,S Rana,1.0,-1.0
R Bhatia,S Sreesanth,15.5,-15.5
R Bhatia,SB Jakati,1.0,-1.0
R Bhatia,SK Trivedi,-2.0,2.0
R Bhatia,SL Malinga,-1.8,1.8
R Bhatia,SM Pollock,1.0,-1.0
R Bhatia,SR Watson,7.5,-7.5
R Bhatia,SW Tait,-27.0,27.0
R Bhatia,TG Southee,-2.0,2.0
R Bhatia,UT Yadav,5.666666666666667,-5.666666666666667
R Bhatia,WD Parnell,7.666666666666667,-7.666666666666667
R Bhatia,Yuvraj Singh,-11.0,11.0
R Bhatia,Z Khan,8.0,-8.0
R Bishnoi,Harmeet Singh,-24.0,24.0
R Bishnoi,IK Pathan,12.0,-12.0
R Bishnoi,M Muralitharan,-27.0,27.0
R Bishnoi,VS Malik,22.0,-22.0
R Bishnoi,YA Abdulla,-27.0,27.0
R Dhawan,A Nehra,13.0,-13.0
R Dhawan,AB Dinda,10.0,-10.0
R Dhawan,Avesh Khan,29.0,-29.0
R Dhawan,Axar Patel,-23.0,23.0
R Dhawan,Azhar Mahmood,-24.0,24.0
R Dhawan,Bhuvneshwar Kumar,-24.0,24.0
R Dhawan,CH Morris,-22.0,22.0
R Dhawan,DJ Bravo,16.0,-16.0
R Dhawan,Dushmantha Chameera,10.0,-10.0
R Dhawan,Harshal Patel,-12.0,12.0
R Dhawan,Imran Tahir,-2.0,2.0
R Dhawan,J Little,1.0,-1.0
R Dhawan,J Suchith,1.0,-1.0
R Dhawan,JH Kallis,10.0,-10.0
R Dhawan,Jasprit Bumrah,3.0,-3.0
R Dhawan,K Santokie,9.0,-9.0
R Dhawan,KR Sen,1.0,-1.0
R Dhawan,Krunal Pandya,-2.0,2.0
R Dhawan,Kuldeep Yadav,2.0,-2.0
R Dhawan,M Morkel,11.0,-11.0
R Dhawan,Mitchell Starc,2.0,-2.0
R Dhawan,Mustafizur Rahman,3.0,-3.0
R Dhawan,NLTC Perera,17.0,-17.0
R Dhawan,Nitish Rana,9.0,-9.0
R Dhawan,P Awana,19.0,-19.0
R Dhawan,P Kumar,10.0,-10.0
R Dhawan,P Negi,10.0,-10.0
R Dhawan,PP Chawla,-5.5,5.5
R Dhawan,Prasidh Krishna,8.0,-8.0
R Dhawan,Ravi Bishnoi,-2.0,2.0
R Dhawan,Ravindra Jadeja,1.0,-1.0
R Dhawan,SK Raina,1.0,-1.0
R Dhawan,SL Malinga,-16.0,16.0
R Dhawan,SR Watson,8.0,-8.0
R Dhawan,STR Binny,-27.0,27.0
R Dhawan,Sandeep Sharma,2.0,-2.0
R Dhawan,Shakib Al Hasan,-8.0,8.0
R Dhawan,Sunil Narine,3.0,-3.0
R Dhawan,Trent Boult,3.0,-3.0
R Dhawan,UT Yadav,2.5,-2.5
R Dhawan,VR Aaron,9.0,-9.0
R Dhawan,Varun Chakravarthy,-11.0,11.0
R Dhawan,WD Parnell,12.0,-12.0
R Dhawan,Yuvraj Singh,13.0,-13.0
R Dravid,A Ashish Reddy,9.0,-9.0
R Dravid,A Flintoff,11.0,-11.0
R Dravid,A Mishra,-3.6,3.6
R Dravid,A Nehra,5.333333333333333,-5.333333333333333
R Dravid,A Symonds,4.2,-4.2
R Dravid,AB Agarkar,20.333333333333332,-20.333333333333332
R Dravid,AB Dinda,10.25,-10.25
R Dravid,AB McDonald,-3.0,3.0
R Dravid,AC Thomas,16.0,-16.0
R Dravid,AD Mascarenhas,17.0,-17.0
R Dravid,AD Mathews,-2.4,2.4
R Dravid,AG Murtaza,4.0,-4.0
R Dravid,AM Salvi,10.0,-10.0
R Dravid,Anand Rajan,17.0,-17.0
R Dravid,Andre Russell,26.0,-26.0
R Dravid,Ankit Sharma,6.0,-6.0
R Dravid,Azhar Mahmood,16.0,-16.0
R Dravid,B Lee,13.666666666666666,-13.666666666666666
R Dravid,BAW Mendis,-9.5,9.5
R Dravid,BJ Rohrer,10.0,-10.0
R Dravid,BW Hilfenhaus,-27.0,27.0
R Dravid,Bhuvneshwar Kumar,13.5,-13.5
R Dravid,Bipul Sharma,-7.0,7.0
R Dravid,C Nanda,7.0,-7.0
R Dravid,CH Gayle,13.0,-13.0
R Dravid,CH Morris,-11.0,11.0
R Dravid,CK Langeveldt,10.0,-10.0
R Dravid,CRD Fernando,1.0,-1.0
R Dravid,DB Ravi Teja,15.0,-15.0
R Dravid,DE Bollinger,3.3333333333333335,-3.3333333333333335
R Dravid,DJ Bravo,-4.666666666666667,4.666666666666667
R Dravid,DJG Sammy,7.5,-7.5
R Dravid,DL Vettori,5.2,-5.2
R Dravid,DP Vijaykumar,4.0,-4.0
R Dravid,DR Smith,-21.0,21.0
R Dravid,DS Kulkarni,-0.75,0.75
R Dravid,DT Christian,9.0,-9.0
R Dravid,DW Steyn,5.166666666666667,-5.166666666666667
R Dravid,FH Edwards,1.0,-1.0
R Dravid,GD McGrath,-27.0,27.0
R Dravid,Gagandeep Singh,22.0,-22.0
R Dravid,Harbhajan Singh,-7.666666666666667,7.666666666666667
R Dravid,Harmeet Singh,4.4,-4.4
R Dravid,Harshal Patel,10.0,-10.0
R Dravid,IK Pathan,8.0,-8.0
R Dravid,Iqbal Abdulla,2.0,-2.0
R Dravid,Ishant Sharma,8.142857142857142,-8.142857142857142
R Dravid,J Botha,1.0,-1.0
R Dravid,JA Morkel,8.5,-8.5
R Dravid,JE Taylor,1.0,-1.0
R Dravid,JEC Franklin,8.0,-8.0
R Dravid,JH Kallis,14.0,-14.0
R Dravid,JO Holder,6.5,-6.5
R Dravid,JP Duminy,1.0,-1.0
R Dravid,JP Faulkner,13.0,-13.0
R Dravid,JR Hopes,9.0,-9.0
R Dravid,Jaydev Unadkat,23.0,-23.0
R Dravid,Joginder Sharma,2.0,-2.0
R Dravid,K Upadhyay,18.0,-18.0
R Dravid,KA Pollard,7.0,-7.0
R Dravid,KMDN Kulasekara,11.0,-11.0
R Dravid,KP Appanna,-5.0,5.0
R Dravid,Kamran Khan,12.0,-12.0
R Dravid,Karn Sharma,5.5,-5.5
R Dravid,L Balaji,12.333333333333334,-12.333333333333334
R Dravid,LA Carseldine,-27.0,27.0
R Dravid,M Kartik,4.333333333333333,-4.333333333333333
R Dravid,M Morkel,3.5,-3.5
R Dravid,M Muralitharan,-0.5,0.5
R Dravid,MC Henriques,-22.0,22.0
R Dravid,MF Maharoof,5.0,-5.0
R Dravid,MG Johnson,3.5,-3.5
R Dravid,MM Patel,-9.4,9.4
R Dravid,MS Gony,-9.25,9.25
R Dravid,Mitchell Marsh,8.5,-8.5
R Dravid,Mohammad Asif,1.0,-1.0
R Dravid,Mohit Sharma,12.0,-12.0
R Dravid,NLTC Perera,-18.0,18.0
R Dravid,P Awana,7.0,-7.0
R Dravid,P Kumar,5.8,-5.8
R Dravid,P Negi,11.5,-11.5
R Dravid,PP Chawla,4.2,-4.2
R Dravid,PP Ojha,6.777777777777778,-6.777777777777778
R Dravid,R Bhatia,4.4,-4.4
R Dravid,R McLaren,1.0,-1.0
R Dravid,R Rampaul,12.5,-12.5
R Dravid,R Sharma,4.2,-4.2
R Dravid,R Vinay Kumar,14.4,-14.4
R Dravid,RE van der Merwe,-6.0,6.0
R Dravid,RJ Harris,-1.2,1.2
R Dravid,RP Singh,7.75,-7.75
R Dravid,RV Gomez,4.0,-4.0
R Dravid,Ravichandran Ashwin,12.0,-12.0
R Dravid,Ravindra Jadeja,25.5,-25.5
R Dravid,Rohit Sharma,5.0,-5.0
R Dravid,S Aravind,-2.5,2.5
R Dravid,S Kaul,-6.0,6.0
R Dravid,S Nadeem,13.25,-13.25
R Dravid,S Randiv,15.0,-15.0
R Dravid,S Sreesanth,-7.5,7.5
R Dravid,S Tyagi,-8.0,8.0
R Dravid,SB Bangar,1.0,-1.0
R Dravid,SB Jakati,6.333333333333333,-6.333333333333333
R Dravid,SB Styris,-4.5,4.5
R Dravid,SC Ganguly,-5.5,5.5
R Dravid,SK Raina,3.0,-3.0
R Dravid,SK Trivedi,19.5,-19.5
R Dravid,SK Warne,8.333333333333334,-8.333333333333334
R Dravid,SL Malinga,4.8,-4.8
R Dravid,SM Pollock,3.0,-3.0
R Dravid,SR Watson,-13.0,13.0
R Dravid,ST Jayasuriya,6.0,-6.0
R Dravid,Shahid Afridi,4.0,-4.0
R Dravid,Shakib Al Hasan,-9.5,9.5
R Dravid,Shoaib Malik,13.0,-13.0
R Dravid,Sohail Tanvir,3.0,-3.0
R Dravid,Sunil Narine,5.666666666666667,-5.666666666666667
R Dravid,T Henderson,35.0,-35.0
R Dravid,TM Dilshan,-24.0,24.0
R Dravid,UT Yadav,5.75,-5.75
R Dravid,Umar Gul,1.0,-1.0
R Dravid,V Pratap Singh,19.0,-19.0
R Dravid,V Sehwag,6.5,-6.5
R Dravid,VRV Singh,15.5,-15.5
R Dravid,VY Mahesh,14.0,-14.0
R Dravid,WD Parnell,-3.0,3.0
